timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-11-02 05:36:30,"$110,360.15",$2.2T,$30.33B,19.94M BTC,0.35% (24h),82%,18%
2025-11-02 05:46:57,"$110,428.00",$2.2T,$30.63B,19.94M BTC,0.37% (24h),82%,18%
2025-11-02 05:56:45,"$110,365.32",$2.2T,$30.67B,19.94M BTC,0.27% (24h),82%,18%
2025-11-02 06:14:51,"$110,635.99",$2.2T,$29.98B,19.94M BTC,0.44% (24h),82%,18%
2025-11-02 06:28:17,"$110,851.62",$2.21T,$29.96B,19.94M BTC,0.73% (24h),82%,18%
2025-11-02 06:39:51,"$110,858.19",$2.21T,$30.29B,19.94M BTC,0.82% (24h),82%,18%
2025-11-02 06:49:55,"$110,942.28",$2.21T,$30.33B,19.94M BTC,0.82% (24h),82%,18%
2025-11-02 06:59:45,"$111,107.72",$2.21T,$30.55B,19.94M BTC,0.94% (24h),82%,18%
2025-11-02 07:43:34,"$110,822.78",$2.21T,$31.98B,19.94M BTC,0.63% (24h),82%,18%
2025-11-02 08:14:16,"$110,584.46",$2.2T,$31.27B,19.94M BTC,0.6% (24h),82%,18%
2025-11-02 08:34:46,"$110,413.77",$2.2T,$31.73B,19.94M BTC,0.38% (24h),82%,18%
2025-11-02 08:46:58,"$110,280.04",$2.19T,$32.43B,19.94M BTC,0.45% (24h),82%,18%
2025-11-02 08:56:55,"$110,473.78",$2.2T,$32.57B,19.94M BTC,0.5% (24h),82%,18%
2025-11-02 09:16:24,"$110,452.33",$2.2T,$32.57B,19.94M BTC,0.67% (24h),82%,18%
2025-11-02 09:33:34,"$110,327.07",$2.2T,$32.58B,19.94M BTC,0.42% (24h),82%,18%
2025-11-02 09:46:34,"$110,281.56",$2.19T,$32.8B,19.94M BTC,0.36% (24h),82%,18%
2025-11-02 09:56:54,"$110,438.03",$2.2T,$32.81B,19.94M BTC,0.53% (24h),82%,18%
2025-11-02 10:16:57,"$110,381.00",$2.2T,$32.77B,19.94M BTC,0.11% (24h),82%,18%
2025-11-02 10:32:42,"$110,511.25",$2.2T,$31.78B,19.94M BTC,0.34% (24h),82%,18%
2025-11-02 10:47:00,"$110,320.69",$2.2T,$32.57B,19.94M BTC,0.2% (24h),82%,18%
2025-11-02 10:57:00,"$110,201.54",$2.19T,$31.83B,19.94M BTC,0.05% (24h),82%,18%
2025-11-02 11:20:55,"$109,882.52",$2.19T,$32.39B,19.94M BTC,0.33% (24h),82%,18%
2025-11-02 11:40:47,"$110,024.45",$2.19T,$33.27B,19.94M BTC,0.37% (24h),82%,18%
2025-11-02 11:51:31,"$109,980.61",$2.19T,$33.2B,19.94M BTC,0.44% (24h),82%,18%
2025-11-02 12:00:49,"$110,122.95",$2.19T,$32.26B,19.94M BTC,0.37% (24h),82%,18%
2025-11-02 12:22:48,"$110,146.74",$2.19T,$32.94B,19.94M BTC,0.18% (24h),82%,18%
2025-11-02 12:38:49,"$110,069.95",$2.19T,$32.93B,19.94M BTC,0.24% (24h),82%,18%
2025-11-02 12:48:43,"$110,054.97",$2.19T,$33.03B,19.94M BTC,0.3% (24h),82%,18%
2025-11-02 12:58:09,"$110,146.25",$2.19T,$33.02B,19.94M BTC,0.13% (24h),82%,18%
2025-11-02 13:27:06,"$110,203.51",$2.19T,$32.03B,19.94M BTC,0.15% (24h),82%,18%
2025-11-02 13:45:14,"$110,271.26",$2.19T,$32.82B,19.94M BTC,0.03% (24h),82%,18%
2025-11-02 13:56:35,"$110,317.43",$2.2T,$32.89B,19.94M BTC,0.1% (24h),82%,18%
2025-11-02 14:15:00,"$110,215.12",$2.19T,$32.94B,19.94M BTC,0.07% (24h),82%,18%
2025-11-02 14:26:15,"$110,161.00",$2.19T,$32.98B,19.94M BTC,0.19% (24h),82%,18%
2025-11-02 14:38:16,"$109,960.13",$2.19T,$32.25B,19.94M BTC,0.36% (24h),82%,18%
2025-11-02 14:48:25,"$110,074.74",$2.19T,$32.53B,19.94M BTC,0.22% (24h),82%,18%
2025-11-02 14:57:38,"$110,173.64",$2.19T,$33.33B,19.94M BTC,0.19% (24h),82%,18%
2025-11-02 15:20:52,"$110,038.14",$2.19T,$33.44B,19.94M BTC,0.38% (24h),82%,18%
2025-11-02 15:34:35,"$109,994.24",$2.19T,$33.45B,19.94M BTC,0.47% (24h),82%,18%
2025-11-02 15:46:43,"$110,023.36",$2.19T,$32.12B,19.94M BTC,0.45% (24h),82%,18%
2025-11-02 15:56:40,"$110,060.57",$2.19T,$31.34B,19.94M BTC,0.42% (24h),82%,18%
2025-11-02 16:16:11,"$109,989.82",$2.19T,$33.34B,19.94M BTC,0.39% (24h),82%,18%
2025-11-02 16:30:19,"$110,028.03",$2.19T,$32.46B,19.94M BTC,0.25% (24h),82%,18%
2025-11-02 16:41:10,"$110,030.40",$2.19T,$33.42B,19.94M BTC,0.11% (24h),82%,18%
2025-11-02 16:51:04,"$110,071.40",$2.19T,$33.42B,19.94M BTC,0.03% (24h),82%,18%
2025-11-02 17:26:36,"$109,982.57",$2.19T,$33.2B,19.94M BTC,0.04% (24h),82%,18%
2025-11-02 17:40:04,"$109,559.10",$2.18T,$32.39B,19.94M BTC,0.41% (24h),82%,18%
2025-11-02 17:50:29,"$109,705.41",$2.18T,$32.87B,19.94M BTC,0.26% (24h),82%,18%
2025-11-02 17:59:52,"$109,823.51",$2.19T,$33.77B,19.94M BTC,0.21% (24h),82%,18%
2025-11-02 18:23:08,"$110,203.84",$2.19T,$33.42B,19.94M BTC,0.19% (24h),82%,18%
2025-11-02 18:38:25,"$110,245.32",$2.19T,$33.83B,19.94M BTC,0.25% (24h),82%,18%
2025-11-02 18:48:16,"$110,402.52",$2.2T,$34.94B,19.94M BTC,0.37% (24h),82%,18%
2025-11-02 18:57:45,"$110,683.51",$2.2T,$35.03B,19.94M BTC,0.61% (24h),82%,18%
2025-11-02 20:43:34,"$109,621.89",$2.18T,$35.63B,19.94M BTC,0.33% (24h),82%,18%
2025-11-02 22:10:12,"$108,805.23",$2.16T,$39.7B,19.94M BTC,1.03% (24h),82%,18%
2025-11-02 22:58:41,"$108,023.07",$2.15T,$40.33B,19.94M BTC,1.79% (24h),82%,18%
2025-11-02 23:31:32,"$107,703.81",$2.14T,$42.54B,19.94M BTC,2.15% (24h),82%,18%
2025-11-02 23:52:19,"$107,912.51",$2.15T,$42.2B,19.94M BTC,2.35% (24h),82%,18%
2025-11-03 00:20:22,"$107,813.76",$2.15T,$41.31B,19.94M BTC,2.39% (24h),82%,18%
2025-11-03 00:40:41,"$107,661.86",$2.14T,$42.49B,19.94M BTC,2.38% (24h),82%,18%
2025-11-03 00:50:59,"$107,529.72",$2.14T,$41.85B,19.94M BTC,2.59% (24h),82%,18%
2025-11-03 01:00:40,"$107,584.72",$2.14T,$41.8B,19.94M BTC,2.61% (24h),82%,18%
2025-11-03 01:42:06,"$107,377.87",$2.14T,$42.3B,19.94M BTC,2.71% (24h),82%,18%
2025-11-03 02:01:01,"$107,421.15",$2.14T,$42.71B,19.94M BTC,2.9% (24h),82%,18%
2025-11-03 02:28:22,"$107,636.55",$2.14T,$43.49B,19.94M BTC,2.55% (24h),82%,18%
2025-11-03 02:41:59,"$107,560.09",$2.14T,$43.63B,19.94M BTC,2.72% (24h),82%,18%
2025-11-03 02:51:33,"$107,556.73",$2.14T,$43.78B,19.94M BTC,2.9% (24h),82%,18%
2025-11-03 03:01:00,"$107,459.06",$2.14T,$43.63B,19.94M BTC,3.08% (24h),82%,18%
2025-11-03 03:39:12,"$107,171.74",$2.13T,$43.84B,19.94M BTC,3.21% (24h),82%,18%
2025-11-03 03:56:53,"$107,444.46",$2.14T,$44.54B,19.94M BTC,3% (24h),82%,18%
2025-11-03 04:23:37,"$107,450.08",$2.14T,$44.86B,19.94M BTC,3.18% (24h),82%,18%
2025-11-03 04:46:12,"$107,283.00",$2.13T,$45.25B,19.94M BTC,2.93% (24h),82%,18%
2025-11-03 04:56:32,"$107,124.06",$2.13T,$45.27B,19.94M BTC,3.14% (24h),82%,18%
2025-11-03 05:22:25,"$107,510.83",$2.14T,$44.97B,19.94M BTC,2.82% (24h),82%,18%
2025-11-03 05:47:41,"$107,186.93",$2.13T,$44.83B,19.94M BTC,2.93% (24h),82%,18%
2025-11-03 05:57:15,"$107,227.27",$2.13T,$45.92B,19.94M BTC,2.85% (24h),82%,18%
2025-11-03 06:17:47,"$107,709.87",$2.14T,$46.9B,19.94M BTC,2.68% (24h),82%,18%
2025-11-03 06:31:18,"$107,674.67",$2.14T,$46.34B,19.94M BTC,2.86% (24h),82%,18%
2025-11-03 06:43:08,"$107,708.36",$2.14T,$47.31B,19.94M BTC,2.85% (24h),82%,18%
2025-11-03 06:56:52,"$107,777.00",$2.14T,$47.08B,19.94M BTC,2.92% (24h),82%,18%
2025-11-03 07:40:00,"$107,952.29",$2.15T,$46.16B,19.94M BTC,2.57% (24h),82%,18%
2025-11-03 08:20:35,"$107,632.91",$2.14T,$46.85B,19.94M BTC,2.53% (24h),82%,18%
2025-11-03 08:45:55,"$107,842.00",$2.15T,$47.12B,19.94M BTC,2.26% (24h),82%,18%
2025-11-03 08:57:01,"$107,988.47",$2.15T,$47.27B,19.94M BTC,2.23% (24h),82%,18%
2025-11-03 09:20:26,"$107,785.56",$2.14T,$47.65B,19.94M BTC,2.38% (24h),82%,18%
2025-11-03 09:43:40,"$107,547.58",$2.14T,$47.95B,19.94M BTC,2.63% (24h),82%,18%
2025-11-03 09:57:40,"$107,977.64",$2.15T,$48.7B,19.94M BTC,2.22% (24h),82%,18%
2025-11-03 10:21:26,"$107,416.04",$2.14T,$49.29B,19.94M BTC,2.75% (24h),82%,18%
2025-11-03 10:40:43,"$106,388.14",$2.12T,$52.91B,19.94M BTC,3.72% (24h),82%,18%
2025-11-03 10:52:53,"$105,892.45",$2.11T,$54.24B,19.94M BTC,3.94% (24h),82%,18%
2025-11-03 11:22:51,"$106,336.13",$2.12T,$57.95B,19.94M BTC,3.26% (24h),82%,18%
2025-11-03 11:48:31,"$106,468.01",$2.12T,$59.14B,19.94M BTC,3.23% (24h),82%,18%
2025-11-03 11:59:52,"$106,713.53",$2.12T,$60.61B,19.94M BTC,3.08% (24h),82%,18%
2025-11-03 12:25:00,"$107,202.63",$2.13T,$61.07B,19.94M BTC,2.69% (24h),82%,18%
2025-11-03 12:42:29,"$107,409.60",$2.14T,$62.76B,19.94M BTC,2.39% (24h),82%,18%
2025-11-03 12:56:33,"$107,415.50",$2.14T,$63.5B,19.94M BTC,2.42% (24h),82%,18%
2025-11-03 13:27:10,"$107,324.11",$2.14T,$65.87B,19.94M BTC,2.61% (24h),82%,18%
2025-11-03 13:49:13,"$107,022.09",$2.13T,$66.12B,19.94M BTC,2.95% (24h),82%,18%
2025-11-03 13:58:28,"$106,963.23",$2.13T,$66.61B,19.94M BTC,2.99% (24h),82%,18%
2025-11-03 14:18:55,"$106,800.35",$2.13T,$68.19B,19.94M BTC,3.07% (24h),82%,18%
2025-11-03 14:29:52,"$106,890.29",$2.13T,$68.2B,19.94M BTC,2.85% (24h),82%,18%
2025-11-03 14:41:45,"$107,308.85",$2.14T,$68.6B,19.94M BTC,2.47% (24h),82%,18%
2025-11-03 14:51:04,"$107,156.76",$2.13T,$68.12B,19.94M BTC,2.62% (24h),82%,18%
2025-11-03 15:01:08,"$107,114.74",$2.13T,$68.5B,19.94M BTC,2.77% (24h),82%,18%
2025-11-03 15:31:48,"$106,919.31",$2.13T,$68.58B,19.94M BTC,2.72% (24h),82%,18%
2025-11-03 15:46:26,"$106,624.03",$2.12T,$70.33B,19.94M BTC,3.09% (24h),82%,18%
2025-11-03 15:56:34,"$106,428.24",$2.12T,$70.4B,19.94M BTC,3.28% (24h),82%,18%
2025-11-03 16:18:33,"$106,174.54",$2.11T,$70.52B,19.94M BTC,3.46% (24h),82%,18%
2025-11-03 16:33:56,"$106,702.08",$2.12T,$71.96B,19.94M BTC,3% (24h),82%,18%
2025-11-03 16:46:28,"$106,963.08",$2.13T,$71.5B,19.94M BTC,2.78% (24h),82%,18%
2025-11-03 16:57:05,"$106,906.54",$2.13T,$72.54B,19.94M BTC,2.84% (24h),82%,18%
2025-11-03 17:19:27,"$106,516.99",$2.12T,$72.96B,19.94M BTC,3.13% (24h),82%,18%
2025-11-03 17:38:13,"$106,380.21",$2.12T,$72.59B,19.94M BTC,2.97% (24h),82%,18%
2025-11-03 17:48:28,"$106,513.06",$2.12T,$73.61B,19.94M BTC,2.86% (24h),82%,18%
2025-11-03 17:58:35,"$106,433.42",$2.12T,$73.8B,19.94M BTC,3.03% (24h),82%,18%
2025-11-03 18:21:10,"$106,330.76",$2.12T,$73.47B,19.94M BTC,3.52% (24h),82%,18%
2025-11-03 18:34:40,"$106,549.93",$2.12T,$72.86B,19.94M BTC,3.29% (24h),82%,18%
2025-11-03 18:46:44,"$106,591.16",$2.12T,$72.87B,19.94M BTC,3.47% (24h),82%,18%
2025-11-03 18:56:30,"$106,582.66",$2.12T,$72.86B,19.94M BTC,3.68% (24h),82%,18%
2025-11-03 20:23:20,"$107,051.77",$2.13T,$74.39B,19.94M BTC,2.37% (24h),82%,18%
2025-11-03 21:56:03,"$106,551.63",$2.12T,$73.34B,19.94M BTC,2.25% (24h),82%,18%
2025-11-03 22:42:23,"$107,099.22",$2.13T,$72.39B,19.94M BTC,1.12% (24h),82%,18%
2025-11-03 23:01:14,"$107,172.06",$2.13T,$72.18B,19.94M BTC,0.74% (24h),82%,18%
2025-11-03 23:33:24,"$106,975.78",$2.13T,$72.3B,19.94M BTC,0.8% (24h),82%,18%
2025-11-03 23:50:54,"$106,731.74",$2.12T,$71.24B,19.94M BTC,1.01% (24h),82%,18%
2025-11-04 00:00:45,"$106,656.85",$2.12T,$71.16B,19.94M BTC,1.14% (24h),82%,18%
2025-11-04 00:28:55,"$105,580.96",$2.1T,$71.57B,19.94M BTC,2.14% (24h),82%,18%
2025-11-04 00:44:38,"$105,010.03",$2.09T,$72.5B,19.94M BTC,2.37% (24h),82%,18%
2025-11-04 00:57:02,"$104,281.39",$2.07T,$74.2B,19.94M BTC,3.09% (24h),82%,18%
2025-11-04 01:29:56,"$104,929.59",$2.09T,$77.29B,19.94M BTC,2.35% (24h),82%,18%
2025-11-04 01:54:04,"$104,688.00",$2.08T,$76.79B,19.94M BTC,2.66% (24h),82%,18%
2025-11-04 02:19:37,"$104,626.45",$2.08T,$78.64B,19.94M BTC,2.62% (24h),82%,18%
2025-11-04 02:36:15,"$104,548.15",$2.08T,$78.81B,19.94M BTC,2.78% (24h),82%,18%
2025-11-04 02:47:17,"$104,430.55",$2.08T,$79.06B,19.94M BTC,2.81% (24h),82%,18%
2025-11-04 02:56:39,"$104,497.73",$2.08T,$79.36B,19.94M BTC,2.83% (24h),82%,18%
2025-11-04 03:27:02,"$104,183.57",$2.07T,$79.36B,19.94M BTC,2.97% (24h),82%,18%
2025-11-04 03:51:24,"$104,096.85",$2.07T,$80.36B,19.94M BTC,2.96% (24h),82%,18%
2025-11-04 04:03:50,"$103,938.08",$2.07T,$80.22B,19.94M BTC,3.43% (24h),82%,18%
